title,date,article_id,url,main_topic,all_topics,authors,year
Designing Machine Learning Pipeline Toolkit for AutoML Surrogate Modeling Optimization,2021-07-02 20:06:40+00:00,62,http://arxiv.org/pdf/2107.01253v2,cs.LG,"['cs.LG', 'cs.AI']","[arxiv.Result.Author('Paulito P. Palmes'), arxiv.Result.Author('Akihiro Kishimoto'), arxiv.Result.Author('Radu Marinescu'), arxiv.Result.Author('Parikshit Ram'), arxiv.Result.Author('Elizabeth Daly')]",2021
AutoFormer: Searching Transformers for Visual Recognition,2021-07-01 17:59:30+00:00,63,http://arxiv.org/pdf/2107.00651v1,cs.CV,['cs.CV'],"[arxiv.Result.Author('Minghao Chen'), arxiv.Result.Author('Houwen Peng'), arxiv.Result.Author('Jianlong Fu'), arxiv.Result.Author('Haibin Ling')]",2021
AutoSF+: Towards Automatic Scoring Function Design for Knowledge Graph Embedding,2021-07-01 02:28:23+00:00,64,http://arxiv.org/pdf/2107.00184v1,cs.AI,['cs.AI'],"[arxiv.Result.Author('Yongqi Zhang'), arxiv.Result.Author('Zhanke Zhou'), arxiv.Result.Author('Quanming Yao')]",2021
Informed Machine Learning for Improved Similarity Assessment in Process-Oriented Case-Based Reasoning,2021-06-30 09:31:58+00:00,65,http://arxiv.org/pdf/2106.15931v1,cs.AI,['cs.AI'],"[arxiv.Result.Author('Maximilian Hoffmann'), arxiv.Result.Author('Ralph Bergmann')]",2021
Privileged Zero-Shot AutoML,2021-06-25 16:31:05+00:00,66,http://arxiv.org/pdf/2106.13743v1,cs.LG,"['cs.LG', 'cs.CL']","[arxiv.Result.Author('Nikhil Singh'), arxiv.Result.Author('Brandon Kates'), arxiv.Result.Author('Jeff Mentch'), arxiv.Result.Author('Anant Kharkar'), arxiv.Result.Author('Madeleine Udell'), arxiv.Result.Author('Iddo Drori')]",2021
Evaluation of Representation Models for Text Classification with AutoML Tools,2021-06-24 07:19:44+00:00,67,http://arxiv.org/pdf/2106.12798v2,cs.CL,"['cs.CL', 'cs.LG']","[arxiv.Result.Author('Sebastian Brändle'), arxiv.Result.Author('Marc Hanussek'), arxiv.Result.Author('Matthias Blohm'), arxiv.Result.Author('Maximilien Kintz')]",2021
Comparison of Automated Machine Learning Tools for SMS Spam Message Filtering,2021-06-16 10:16:07+00:00,68,http://arxiv.org/pdf/2106.08671v2,cs.LG,['cs.LG'],[arxiv.Result.Author('Waddah Saeed')],2021
Efficient Data-specific Model Search for Collaborative Filtering,2021-06-14 14:30:32+00:00,69,http://arxiv.org/pdf/2106.07453v1,cs.IR,"['cs.IR', 'cs.AI']","[arxiv.Result.Author('Chen Gao'), arxiv.Result.Author('Quanming Yao'), arxiv.Result.Author('Depeng Jin'), arxiv.Result.Author('Yong Li')]",2021
Automated Machine Learning Techniques for Data Streams,2021-06-14 11:42:46+00:00,70,http://arxiv.org/pdf/2106.07317v1,cs.LG,"['cs.LG', 'cs.AI']",[arxiv.Result.Author('Alexandru-Ionut Imbrea')],2021
A multi-objective perspective on jointly tuning hardware and hyperparameters,2021-06-10 11:52:55+00:00,71,http://arxiv.org/pdf/2106.05680v1,cs.LG,['cs.LG'],"[arxiv.Result.Author('David Salinas'), arxiv.Result.Author('Valerio Perrone'), arxiv.Result.Author('Olivier Cruchant'), arxiv.Result.Author('Cedric Archambeau')]",2021
ChaCha for Online AutoML,2021-06-09 05:20:56+00:00,72,http://arxiv.org/pdf/2106.04815v2,cs.LG,['cs.LG'],"[arxiv.Result.Author('Qingyun Wu'), arxiv.Result.Author('Chi Wang'), arxiv.Result.Author('John Langford'), arxiv.Result.Author('Paul Mineiro'), arxiv.Result.Author('Marco Rossi')]",2021
MONCAE: Multi-Objective Neuroevolution of Convolutional Autoencoders,2021-06-07 13:24:08+00:00,73,http://arxiv.org/pdf/2106.11914v1,cs.NE,"['cs.NE', 'cs.LG']","[arxiv.Result.Author('Daniel Dimanov'), arxiv.Result.Author('Emili Balaguer-Ballester'), arxiv.Result.Author('Colin Singleton'), arxiv.Result.Author('Shahin Rostami')]",2021
You Only Compress Once: Towards Effective and Elastic BERT Compression via Exploit-Explore Stochastic Nature Gradient,2021-06-04 12:17:44+00:00,74,http://arxiv.org/pdf/2106.02435v1,cs.CL,['cs.CL'],"[arxiv.Result.Author('Shaokun Zhang'), arxiv.Result.Author('Xiawu Zheng'), arxiv.Result.Author('Chenyi Yang'), arxiv.Result.Author('Yuchao Li'), arxiv.Result.Author('Yan Wang'), arxiv.Result.Author('Fei Chao'), arxiv.Result.Author('Mengdi Wang'), arxiv.Result.Author('Shen Li'), arxiv.Result.Author('Jun Yang'), arxiv.Result.Author('Rongrong Ji')]",2021
AutoSampling: Search for Effective Data Sampling Schedules,2021-05-28 09:39:41+00:00,75,http://arxiv.org/pdf/2105.13695v1,cs.CV,['cs.CV'],"[arxiv.Result.Author('Ming Sun'), arxiv.Result.Author('Haoxuan Dou'), arxiv.Result.Author('Baopu Li'), arxiv.Result.Author('Lei Cui'), arxiv.Result.Author('Junjie Yan'), arxiv.Result.Author('Wanli Ouyang')]",2021
Automating Data Science: Prospects and Challenges,2021-05-12 14:34:35+00:00,76,http://arxiv.org/pdf/2105.05699v2,cs.DB,"['cs.DB', 'cs.LG']","[arxiv.Result.Author('Tijl De Bie'), arxiv.Result.Author('Luc De Raedt'), arxiv.Result.Author('José Hernández-Orallo'), arxiv.Result.Author('Holger H. Hoos'), arxiv.Result.Author('Padhraic Smyth'), arxiv.Result.Author('Christopher K. I. Williams')]",2021
Chameleon: A Semi-AutoML framework targeting quick and scalable development and deployment of production-ready ML systems for SMEs,2021-05-08 10:43:26+00:00,77,http://arxiv.org/pdf/2105.03669v1,cs.SE,"['cs.SE', 'cs.CV', 'cs.LG']","[arxiv.Result.Author('Johannes Otterbach'), arxiv.Result.Author('Thomas Wollmann')]",2021
Image feature extraction and galaxy classification: a novel and efficient approach with automated machine learning,2021-05-03 18:00:00+00:00,78,http://arxiv.org/pdf/2105.01070v1,astro-ph.GA,"['astro-ph.GA', 'astro-ph.IM']","[arxiv.Result.Author('F. Tarsitano'), arxiv.Result.Author('C. Bruderer'), arxiv.Result.Author('K. Schawinski'), arxiv.Result.Author('W. G. Hartley')]",2021
Bag of Baselines for Multi-objective Joint Neural Architecture Search and Hyperparameter Optimization,2021-05-03 17:04:56+00:00,79,http://arxiv.org/pdf/2105.01015v1,cs.LG,"['cs.LG', 'cs.AI', 'stat.ML']","[arxiv.Result.Author('Julia Guerrero-Viu'), arxiv.Result.Author('Sven Hauns'), arxiv.Result.Author('Sergio Izquierdo'), arxiv.Result.Author('Guilherme Miotto'), arxiv.Result.Author('Simon Schrodi'), arxiv.Result.Author('Andre Biedenkapp'), arxiv.Result.Author('Thomas Elsken'), arxiv.Result.Author('Difan Deng'), arxiv.Result.Author('Marius Lindauer'), arxiv.Result.Author('Frank Hutter')]",2021
Twins: Revisiting the Design of Spatial Attention in Vision Transformers,2021-04-28 15:42:31+00:00,80,http://arxiv.org/pdf/2104.13840v4,cs.CV,"['cs.CV', 'cs.AI', 'cs.LG']","[arxiv.Result.Author('Xiangxiang Chu'), arxiv.Result.Author('Zhi Tian'), arxiv.Result.Author('Yuqing Wang'), arxiv.Result.Author('Bo Zhang'), arxiv.Result.Author('Haibing Ren'), arxiv.Result.Author('Xiaolin Wei'), arxiv.Result.Author('Huaxia Xia'), arxiv.Result.Author('Chunhua Shen')]",2021
Efficient Relation-aware Scoring Function Search for Knowledge Graph Embedding,2021-04-22 06:05:13+00:00,81,http://arxiv.org/pdf/2104.10880v1,cs.LG,"['cs.LG', 'cs.CL', 'cs.IR']","[arxiv.Result.Author('Shimin Di'), arxiv.Result.Author('Quanming Yao'), arxiv.Result.Author('Yongqi Zhang'), arxiv.Result.Author('Lei Chen')]",2021
Search to aggregate neighborhood for graph neural network,2021-04-14 03:15:19+00:00,82,http://arxiv.org/pdf/2104.06608v2,cs.LG,['cs.LG'],"[arxiv.Result.Author('Huan Zhao'), arxiv.Result.Author('Quanming Yao'), arxiv.Result.Author('Weiwei Tu')]",2021
AutoGL: A Library for Automated Graph Learning,2021-04-11 10:49:23+00:00,83,http://arxiv.org/pdf/2104.04987v2,cs.LG,"['cs.LG', 'cs.AI']","[arxiv.Result.Author('Chaoyu Guan'), arxiv.Result.Author('Ziwei Zhang'), arxiv.Result.Author('Haoyang Li'), arxiv.Result.Author('Heng Chang'), arxiv.Result.Author('Zeyang Zhang'), arxiv.Result.Author('Yijian Qin'), arxiv.Result.Author('Jiyan Jiang'), arxiv.Result.Author('Xin Wang'), arxiv.Result.Author('Wenwu Zhu')]",2021
Model LineUpper: Supporting Interactive Model Comparison at Multiple Levels for AutoML,2021-04-09 14:06:13+00:00,84,http://arxiv.org/pdf/2104.04375v1,cs.HC,"['cs.HC', 'cs.AI']","[arxiv.Result.Author('Shweta Narkar'), arxiv.Result.Author('Yunfeng Zhang'), arxiv.Result.Author('Q. Vera Liao'), arxiv.Result.Author('Dakuo Wang'), arxiv.Result.Author('Justin D Weisz')]",2021
Direct Differentiable Augmentation Search,2021-04-09 10:02:24+00:00,85,http://arxiv.org/pdf/2104.04282v2,cs.CV,"['cs.CV', 'cs.LG']","[arxiv.Result.Author('Aoming Liu'), arxiv.Result.Author('Zehao Huang'), arxiv.Result.Author('Zhiwu Huang'), arxiv.Result.Author('Naiyan Wang')]",2021
How Powerful are Performance Predictors in Neural Architecture Search?,2021-04-02 17:57:16+00:00,86,http://arxiv.org/pdf/2104.01177v2,cs.LG,"['cs.LG', 'cs.NE', 'stat.ML']","[arxiv.Result.Author('Colin White'), arxiv.Result.Author('Arber Zela'), arxiv.Result.Author('Binxin Ru'), arxiv.Result.Author('Yang Liu'), arxiv.Result.Author('Frank Hutter')]",2021
EfficientNetV2: Smaller Models and Faster Training,2021-04-01 07:08:36+00:00,87,http://arxiv.org/pdf/2104.00298v3,cs.CV,['cs.CV'],"[arxiv.Result.Author('Mingxing Tan'), arxiv.Result.Author('Quoc V. Le')]",2021
"Auto-KWS 2021 Challenge: Task, Datasets, and Baselines",2021-03-31 14:56:48+00:00,88,http://arxiv.org/pdf/2104.00513v1,cs.SD,"['cs.SD', 'cs.AI']","[arxiv.Result.Author('Jingsong Wang'), arxiv.Result.Author('Yuxuan He'), arxiv.Result.Author('Chunyu Zhao'), arxiv.Result.Author('Qijie Shao'), arxiv.Result.Author('Wei-Wei Tu'), arxiv.Result.Author('Tom Ko'), arxiv.Result.Author('Hung-yi Lee'), arxiv.Result.Author('Lei Xie')]",2021
AlphaEvolve: A Learning Framework to Discover Novel Alphas in Quantitative Investment,2021-03-30 09:28:41+00:00,89,http://arxiv.org/pdf/2103.16196v2,cs.AI,"['cs.AI', 'cs.DB', 'H.2.8']","[arxiv.Result.Author('Can Cui'), arxiv.Result.Author('Wei Wang'), arxiv.Result.Author('Meihui Zhang'), arxiv.Result.Author('Gang Chen'), arxiv.Result.Author('Zhaojing Luo'), arxiv.Result.Author('Beng Chin Ooi')]",2021
A resource-efficient method for repeated HPO and NAS problems,2021-03-30 06:58:18+00:00,90,http://arxiv.org/pdf/2103.16111v2,cs.LG,"['cs.LG', 'cs.AI']","[arxiv.Result.Author('Giovanni Zappella'), arxiv.Result.Author('David Salinas'), arxiv.Result.Author('Cédric Archambeau')]",2021
Rethinking Neural Operations for Diverse Tasks,2021-03-29 17:50:39+00:00,91,http://arxiv.org/pdf/2103.15798v2,cs.LG,"['cs.LG', 'cs.AI', 'cs.CV', 'cs.NA', 'math.NA', 'stat.ML']","[arxiv.Result.Author('Nicholas Roberts'), arxiv.Result.Author('Mikhail Khodak'), arxiv.Result.Author('Tri Dao'), arxiv.Result.Author('Liam Li'), arxiv.Result.Author('Christopher Ré'), arxiv.Result.Author('Ameet Talwalkar')]",2021
Robust and Accurate Object Detection via Adversarial Learning,2021-03-23 19:45:26+00:00,92,http://arxiv.org/pdf/2103.13886v2,cs.CV,"['cs.CV', 'cs.LG']","[arxiv.Result.Author('Xiangning Chen'), arxiv.Result.Author('Cihang Xie'), arxiv.Result.Author('Mingxing Tan'), arxiv.Result.Author('Li Zhang'), arxiv.Result.Author('Cho-Jui Hsieh'), arxiv.Result.Author('Boqing Gong')]",2021
Shallow or Deep? An Empirical Study on Detecting Vulnerabilities using Deep Learning,2021-03-22 15:32:44+00:00,93,http://arxiv.org/pdf/2103.11940v1,cs.SE,['cs.SE'],"[arxiv.Result.Author('Alejandro Mazuera-Rozo'), arxiv.Result.Author('Anamaria Mojica-Hanke'), arxiv.Result.Author('Mario Linares-Vásquez'), arxiv.Result.Author('Gabriele Bavota')]",2021
Naive Automated Machine Learning -- A Late Baseline for AutoML,2021-03-18 19:52:12+00:00,94,http://arxiv.org/pdf/2103.10496v1,cs.LG,['cs.LG'],"[arxiv.Result.Author('Felix Mohr'), arxiv.Result.Author('Marcel Wever')]",2021
Neural Predictor based Quantum Architecture Search,2021-03-11 08:26:12+00:00,95,http://arxiv.org/pdf/2103.06524v1,quant-ph,['quant-ph'],"[arxiv.Result.Author('Shi-Xin Zhang'), arxiv.Result.Author('Chang-Yu Hsieh'), arxiv.Result.Author('Shengyu Zhang'), arxiv.Result.Author('Hong Yao')]",2021
An Automated Machine Learning (AutoML) Method for Driving Distraction Detection Based on Lane-Keeping Performance,2021-03-10 12:37:18+00:00,96,http://arxiv.org/pdf/2103.08311v1,cs.LG,['cs.LG'],"[arxiv.Result.Author('Chen Chai'), arxiv.Result.Author('Juanwu Lu'), arxiv.Result.Author('Xuan Jiang'), arxiv.Result.Author('Xiupeng Shi'), arxiv.Result.Author('Zeng Zeng')]",2021
Improving Neural Networks for Time Series Forecasting using Data Augmentation and AutoML,2021-03-02 19:20:49+00:00,97,http://arxiv.org/pdf/2103.01992v3,cs.LG,"['cs.LG', 'stat.AP', 'stat.ME']","[arxiv.Result.Author('Indrajeet Y. Javeri'), arxiv.Result.Author('Mohammadhossein Toutiaee'), arxiv.Result.Author('Ismailcem B. Arpinar'), arxiv.Result.Author('Tom W. Miller'), arxiv.Result.Author('John A. Miller')]",2021
Task-Adaptive Neural Network Search with Meta-Contrastive Learning,2021-03-02 06:30:51+00:00,98,http://arxiv.org/pdf/2103.01495v2,cs.LG,['cs.LG'],"[arxiv.Result.Author('Wonyong Jeong'), arxiv.Result.Author('Hayeon Lee'), arxiv.Result.Author('Gun Park'), arxiv.Result.Author('Eunyoung Hyung'), arxiv.Result.Author('Jinheon Baek'), arxiv.Result.Author('Sung Ju Hwang')]",2021
Multi-Objective Evolutionary Design of Composite Data-Driven Models,2021-03-01 20:45:24+00:00,99,http://arxiv.org/pdf/2103.01301v2,cs.NE,"['cs.NE', 'cs.AI', 'cs.LG']","[arxiv.Result.Author('Iana S. Polonskaia'), arxiv.Result.Author('Nikolay O. Nikitin'), arxiv.Result.Author('Ilia Revin'), arxiv.Result.Author('Pavel Vychuzhanin'), arxiv.Result.Author('Anna V. Kalyuzhnaya')]",2021
Automated Machine Learning on Graphs: A Survey,2021-03-01 04:20:33+00:00,100,http://arxiv.org/pdf/2103.00742v4,cs.LG,['cs.LG'],"[arxiv.Result.Author('Ziwei Zhang'), arxiv.Result.Author('Xin Wang'), arxiv.Result.Author('Wenwu Zhu')]",2021
Automated Creative Optimization for E-Commerce Advertising,2021-02-28 09:39:24+00:00,101,http://arxiv.org/pdf/2103.00436v1,cs.IR,['cs.IR'],"[arxiv.Result.Author('Jin Chen'), arxiv.Result.Author('Ju Xu'), arxiv.Result.Author('Gangwei Jiang'), arxiv.Result.Author('Tiezheng Ge'), arxiv.Result.Author('Zhiqiang Zhang'), arxiv.Result.Author('Defu Lian'), arxiv.Result.Author('Kai Zheng')]",2021
Interpret-able feedback for AutoML systems,2021-02-22 18:54:26+00:00,102,http://arxiv.org/pdf/2102.11267v1,cs.LG,['cs.LG'],"[arxiv.Result.Author('Behnaz Arzani'), arxiv.Result.Author('Kevin Hsieh'), arxiv.Result.Author('Haoxian Chen')]",2021
Conditional Positional Encodings for Vision Transformers,2021-02-22 10:29:55+00:00,103,http://arxiv.org/pdf/2102.10882v2,cs.CV,"['cs.CV', 'cs.AI', 'cs.LG']","[arxiv.Result.Author('Xiangxiang Chu'), arxiv.Result.Author('Zhi Tian'), arxiv.Result.Author('Bo Zhang'), arxiv.Result.Author('Xinlong Wang'), arxiv.Result.Author('Xiaolin Wei'), arxiv.Result.Author('Huaxia Xia'), arxiv.Result.Author('Chunhua Shen')]",2021
An AutoML-based Approach to Multimodal Image Sentiment Analysis,2021-02-16 11:28:50+00:00,104,http://arxiv.org/pdf/2102.08092v1,cs.LG,"['cs.LG', 'cs.AI', 'cs.CV']","[arxiv.Result.Author('Vasco Lopes'), arxiv.Result.Author('António Gaspar'), arxiv.Result.Author('Luís A. Alexandre'), arxiv.Result.Author('João Cordeiro')]",2021
Leveraging Benchmarking Data for Informed One-Shot Dynamic Algorithm Selection,2021-02-12 12:27:02+00:00,105,http://arxiv.org/pdf/2102.06481v1,cs.NE,['cs.NE'],"[arxiv.Result.Author('Furong Ye'), arxiv.Result.Author('Carola Doerr'), arxiv.Result.Author('Thomas Bäck')]",2021
"Data Analytics and Machine Learning Methods, Techniques and Tool for Model-Driven Engineering of Smart IoT Services",2021-02-12 11:09:54+00:00,106,http://arxiv.org/pdf/2102.06445v1,cs.SE,"['cs.SE', 'cs.LG']",[arxiv.Result.Author('Armin Moin')],2021
Dancing along Battery: Enabling Transformer with Run-time Reconfigurability on Mobile Devices,2021-02-12 03:07:06+00:00,107,http://arxiv.org/pdf/2102.06336v1,cs.LG,['cs.LG'],"[arxiv.Result.Author('Yuhong Song'), arxiv.Result.Author('Weiwen Jiang'), arxiv.Result.Author('Bingbing Li'), arxiv.Result.Author('Panjie Qi'), arxiv.Result.Author('Qingfeng Zhuge'), arxiv.Result.Author('Edwin Hsing-Mean Sha'), arxiv.Result.Author('Sakyasingha Dasgupta'), arxiv.Result.Author('Yiyu Shi'), arxiv.Result.Author('Caiwen Ding')]",2021
Incremental Search Space Construction for Machine Learning Pipeline Synthesis,2021-01-26 17:17:49+00:00,108,http://arxiv.org/pdf/2101.10951v1,cs.LG,['cs.LG'],"[arxiv.Result.Author('Marc-André Zöller'), arxiv.Result.Author('Tien-Dung Nguyen'), arxiv.Result.Author('Marco F. Huber')]",2021
PyGlove: Symbolic Programming for Automated Machine Learning,2021-01-21 19:05:44+00:00,109,http://arxiv.org/pdf/2101.08809v1,cs.LG,"['cs.LG', 'cs.PL']","[arxiv.Result.Author('Daiyi Peng'), arxiv.Result.Author('Xuanyi Dong'), arxiv.Result.Author('Esteban Real'), arxiv.Result.Author('Mingxing Tan'), arxiv.Result.Author('Yifeng Lu'), arxiv.Result.Author('Hanxiao Liu'), arxiv.Result.Author('Gabriel Bender'), arxiv.Result.Author('Adam Kraft'), arxiv.Result.Author('Chen Liang'), arxiv.Result.Author('Quoc V. Le')]",2021
JITuNE: Just-In-Time Hyperparameter Tuning for Network Embedding Algorithms,2021-01-16 10:57:17+00:00,110,http://arxiv.org/pdf/2101.06427v2,cs.LG,['cs.LG'],"[arxiv.Result.Author('Mengying Guo'), arxiv.Result.Author('Tao Yi'), arxiv.Result.Author('Yuqing Zhu'), arxiv.Result.Author('Yungang Bao')]",2021
Robusta: Robust AutoML for Feature Selection via Reinforcement Learning,2021-01-15 03:12:29+00:00,111,http://arxiv.org/pdf/2101.05950v1,cs.LG,"['cs.LG', 'cs.AI']","[arxiv.Result.Author('Xiaoyang Wang'), arxiv.Result.Author('Bo Li'), arxiv.Result.Author('Yibo Zhang'), arxiv.Result.Author('Bhavya Kailkhura'), arxiv.Result.Author('Klara Nahrstedt')]",2021
A Neophyte With AutoML: Evaluating the Promises of Automatic Machine Learning Tools,2021-01-14 19:28:57+00:00,112,http://arxiv.org/pdf/2101.05840v1,cs.LG,"['cs.LG', 'cs.HC', '68U35', 'H.5.0']","[arxiv.Result.Author('Oleg Bezrukavnikov'), arxiv.Result.Author('Rhema Linder')]",2021
Automated Model Design and Benchmarking of 3D Deep Learning Models for COVID-19 Detection with Chest CT Scans,2021-01-14 03:45:01+00:00,113,http://arxiv.org/pdf/2101.05442v2,eess.IV,"['eess.IV', 'cs.CV', 'cs.LG']","[arxiv.Result.Author('Xin He'), arxiv.Result.Author('Shihao Wang'), arxiv.Result.Author('Xiaowen Chu'), arxiv.Result.Author('Shaohuai Shi'), arxiv.Result.Author('Jiangping Tang'), arxiv.Result.Author('Xin Liu'), arxiv.Result.Author('Chenggang Yan'), arxiv.Result.Author('Jiyong Zhang'), arxiv.Result.Author('Guiguang Ding')]",2021
AutoDS: Towards Human-Centered Automation of Data Science,2021-01-13 08:35:14+00:00,114,http://arxiv.org/pdf/2101.05273v1,cs.HC,"['cs.HC', 'cs.LG']","[arxiv.Result.Author('Dakuo Wang'), arxiv.Result.Author('Josh Andres'), arxiv.Result.Author('Justin Weisz'), arxiv.Result.Author('Erick Oduor'), arxiv.Result.Author('Casey Dugan')]",2021
Whither AutoML? Understanding the Role of Automation in Machine Learning Workflows,2021-01-13 02:12:46+00:00,115,http://arxiv.org/pdf/2101.04834v1,cs.HC,"['cs.HC', 'cs.LG']","[arxiv.Result.Author('Doris Xin'), arxiv.Result.Author('Eva Yiwei Wu'), arxiv.Result.Author('Doris Jung-Lin Lee'), arxiv.Result.Author('Niloufar Salehi'), arxiv.Result.Author('Aditya Parameswaran')]",2021
Fits and Starts: Enterprise Use of AutoML and the Role of Humans in the Loop,2021-01-12 04:52:48+00:00,116,http://arxiv.org/pdf/2101.04296v1,cs.HC,"['cs.HC', 'cs.CY', 'cs.LG', '68']","[arxiv.Result.Author('Anamaria Crisan'), arxiv.Result.Author('Brittany Fiore-Gartland')]",2021
Application of an automated machine learning-genetic algorithm (AutoML-GA) coupled with computational fluid dynamics simulations for rapid engine design optimization,2021-01-07 17:50:52+00:00,117,http://arxiv.org/pdf/2101.02653v3,cs.LG,['cs.LG'],"[arxiv.Result.Author('Opeoluwa Owoyele'), arxiv.Result.Author('Pinaki Pal'), arxiv.Result.Author('Alvaro Vidal Torreira'), arxiv.Result.Author('Daniel Probst'), arxiv.Result.Author('Matthew Shaxted'), arxiv.Result.Author('Michael Wilde'), arxiv.Result.Author('Peter Kelly Senecal')]",2021
How Much Automation Does a Data Scientist Want?,2021-01-07 04:09:08+00:00,118,http://arxiv.org/pdf/2101.03970v1,cs.LG,"['cs.LG', 'cs.HC']","[arxiv.Result.Author('Dakuo Wang'), arxiv.Result.Author('Q. Vera Liao'), arxiv.Result.Author('Yunfeng Zhang'), arxiv.Result.Author('Udayan Khurana'), arxiv.Result.Author('Horst Samulowitz'), arxiv.Result.Author('Soya Park'), arxiv.Result.Author('Michael Muller'), arxiv.Result.Author('Lisa Amini')]",2021
Hyperboost: Hyperparameter Optimization by Gradient Boosting surrogate models,2021-01-06 22:07:19+00:00,119,http://arxiv.org/pdf/2101.02289v1,cs.LG,"['cs.LG', 'stat.ML']","[arxiv.Result.Author('Jeroen van Hoof'), arxiv.Result.Author('Joaquin Vanschoren')]",2021
Automatic Historical Feature Generation through Tree-based Method in Ads Prediction,2020-12-31 09:54:17+00:00,120,http://arxiv.org/pdf/2012.15522v1,cs.LG,"['cs.LG', 'I.2.6; I.2.8']","[arxiv.Result.Author('Hongjian Wang'), arxiv.Result.Author('Qi Li'), arxiv.Result.Author('Lanbo Zhang'), arxiv.Result.Author('Yue Lu'), arxiv.Result.Author('Steven Yoo'), arxiv.Result.Author('Srinivas Vadrevu'), arxiv.Result.Author('Zhenhui Li')]",2020
